id;categorie;marked_idx;marked;detection;action
mauritanie-100083;geographie;0;ouguiya;reponse-trop-courte;A_RECONFIRMER
mexique-100084;geographie;0;peso mexicain;reponse-trop-longue;A_RECONFIRMER
monaco-100086;geographie;0;euro;reponse-trop-courte;A_RECONFIRMER
montenegro-100088;geographie;0;euro;reponse-trop-courte;A_RECONFIRMER
nigeria-100092;geographie;0;naira;reponse-trop-courte;A_RECONFIRMER
ouzbekistan-100095;geographie;0;sum;reponse-trop-courte;A_RECONFIRMER
pologne-100102;geographie;0;złoty;reponse-trop-courte;A_RECONFIRMER
portugal-100103;geographie;0;euro;reponse-trop-courte;A_RECONFIRMER
republique-tcheque-100104;geographie;0;couronne tchèque;reponse-trop-longue;A_RECONFIRMER
slovaquie-100110;geographie;0;euro;reponse-trop-courte;A_RECONFIRMER
slovenie-100111;geographie;0;euro;reponse-trop-courte;A_RECONFIRMER
soudan-du-sud-100112;geographie;0;livre sud-soudanaise;reponse-trop-longue;A_RECONFIRMER
tadjikistan-100115;geographie;0;somoni;reponse-trop-courte;A_RECONFIRMER
tchad-100116;geographie;0;franc CFA (BEAC);reponse-trop-longue;A_RECONFIRMER
vanuatu-100123;geographie;0;vatu;reponse-trop-courte;A_RECONFIRMER
vatican-100124;geographie;0;euro;reponse-trop-courte;A_RECONFIRMER
war-dec-gama;histoire;1;Pedro Álvares Cabral;position-1ou3;A_RECONFIRMER
war-dec-pizarro;histoire;3;Vasco Núñez de Balboa;position-1ou3;A_RECONFIRMER
war-dec-cook;histoire;1;Henry Hudson;position-1ou3;A_RECONFIRMER
war-indus-rail-1827;histoire;3;1848;position-1ou3;A_RECONFIRMER
war-indus-bell;histoire;1;Nikola Tesla;position-1ou3;A_RECONFIRMER
war-indus-rocket;histoire;3;Richard Trevithick;position-1ou3;A_RECONFIRMER
war-indus-benz;histoire;1;Rudolf Diesel;position-1ou3;A_RECONFIRMER
war-gf-rideau-fer;histoire;1;Harry Truman;position-1ou3;A_RECONFIRMER
war-gf-varsovie;histoire;3;Le Kominform;position-1ou3;A_RECONFIRMER
war-gf-mur-berlin;histoire;1;La ligne Siegfried;position-1ou3;A_RECONFIRMER
war-gf-cuba-annee;histoire;3;1956;position-1ou3;A_RECONFIRMER
war-gf-lune-1969;histoire;1;1965;position-1ou3;A_RECONFIRMER
war-gf-reagan;histoire;3;Richard Nixon;position-1ou3;A_RECONFIRMER
war-gf-afghanistan;histoire;1;La Hongrie;position-1ou3;A_RECONFIRMER
war-coree-parallele;histoire;3;Le 45e parallèle;position-1ou3;A_RECONFIRMER
war-coree-chine;histoire;1;L'Inde;position-1ou3;A_RECONFIRMER
war-vietnam-giap;histoire;3;Pham Van Dong;position-1ou3;A_RECONFIRMER
war-vietnam-tet;histoire;1;L'opération Rolling Thunder;position-1ou3;A_RECONFIRMER
war-cs-davis;histoire;3;Robert E. Lee;position-1ou3;A_RECONFIRMER
war-cs-gettysburg;histoire;1;Bull Run;position-1ou3;A_RECONFIRMER
war-cs-antietam;histoire;3;Bull Run;position-1ou3;A_RECONFIRMER
war-cs-grant;histoire;1;George Meade;position-1ou3;A_RECONFIRMER
war-cs-sherman;histoire;3;George McClellan;position-1ou3;A_RECONFIRMER
war-cs-ford;histoire;1;Au Capitole;position-1ou3;A_RECONFIRMER
war-cs-13e;histoire;3;Le 15e amendement;position-1ou3;A_RECONFIRMER
war-marathon-roi-perse;histoire;1;Cyrus le Grand;position-1ou3;A_RECONFIRMER
war-thermopyles-300;histoire;3;Salamine;position-1ou3;A_RECONFIRMER
war-thermopyles-roi;histoire;1;Cléomène;position-1ou3;A_RECONFIRMER
war-salamine-strategie;histoire;3;Aristide;position-1ou3;A_RECONFIRMER
war-xerxes-invasion;histoire;1;Cambyse II;position-1ou3;A_RECONFIRMER
war-peloponnese-adversaires;histoire;3;Sparte et Corinthe;position-1ou3;A_RECONFIRMER
war-peloponnese-fin;histoire;1;480 av. J.-C.;position-1ou3;A_RECONFIRMER
war-peloponnese-sicile;histoire;3;L'expédition de Chypre;position-1ou3;A_RECONFIRMER
war-alexandre-precepteur;histoire;1;Platon;position-1ou3;A_RECONFIRMER
war-alexandre-granique;histoire;3;Gaugamèles;position-1ou3;A_RECONFIRMER
war-alexandre-gaugameles;histoire;1;334 av. J.-C.;position-1ou3;A_RECONFIRMER
war-alexandre-alexandrie;histoire;3;Memphis;position-1ou3;A_RECONFIRMER
war-alexandre-noeud;histoire;1;Le nœud de Salomon;position-1ou3;A_RECONFIRMER
war-alexandre-age;histoire;3;40 ans;position-1ou3;A_RECONFIRMER
war-puniques-1ere-annee;histoire;1;149 av. J.-C.;position-1ou3;A_RECONFIRMER
war-puniques-alpes;histoire;3;264 av. J.-C.;position-1ou3;A_RECONFIRMER
war-puniques-zama;histoire;1;Trébie;position-1ou3;A_RECONFIRMER
war-puniques-scipion;histoire;2;Scipion l'Africain;reponse-trop-longue;A_RECONFIRMER
war-puniques-caton;histoire;3;Sénèque;position-1ou3;A_RECONFIRMER
war-ww1-assassinat;histoire;1;Celui de Raspoutine;position-1ou3;A_RECONFIRMER
war-ww1-triple-entente;histoire;3;L'Entente cordiale;position-1ou3;A_RECONFIRMER
war-ww1-tranchees;histoire;1;La guerre de mouvement;position-1ou3;A_RECONFIRMER
war-ww1-verdun-annee;histoire;3;1917;position-1ou3;A_RECONFIRMER
war-ww1-petain;histoire;0;Philippe Pétain;reponse-trop-longue;A_RECONFIRMER
war-ww1-somme;histoire;1;Ypres;position-1ou3;A_RECONFIRMER
war-ww1-taxis;histoire;3;Les camions de la Somme;position-1ou3;A_RECONFIRMER
war-ww1-wilson;histoire;1;Franklin D. Roosevelt;position-1ou3;A_RECONFIRMER
war-ww1-brest-litovsk;histoire;3;Le traité de Tilsit;position-1ou3;A_RECONFIRMER
war-ww1-armistice-heure;histoire;1;À midi;position-1ou3;A_RECONFIRMER
war-ww1-wagon;histoire;2;Dans un wagon-restaurant, en forêt de Compiègne;reponse-trop-longue;A_RECONFIRMER
war-ww1-versailles;histoire;3;Le traité de Trianon;position-1ou3;A_RECONFIRMER
war-ww1-gaz;histoire;1;La dynamite;position-1ou3;A_RECONFIRMER
war-ww1-tommies;histoire;3;Les doughboys;position-1ou3;A_RECONFIRMER
war-ww1-guillaume2;histoire;1;Nicolas II;position-1ou3;A_RECONFIRMER
war-ww1-morts-francais;histoire;3;Environ 5 millions;position-1ou3;A_RECONFIRMER
war-ww1-ypres;histoire;1;Anvers;position-1ou3;A_RECONFIRMER
war-ww1-mutineries;histoire;3;1916;position-1ou3;A_RECONFIRMER
war-ww2-pologne;histoire;1;L'attaque de Pearl Harbor;position-1ou3;A_RECONFIRMER
war-ww2-blitzkrieg;histoire;3;La guerre de position;position-1ou3;A_RECONFIRMER
war-ww2-appel-18-juin;histoire;1;Jean Moulin;position-1ou3;A_RECONFIRMER
war-ww2-bataille-angleterre;histoire;3;La bataille de l'Atlantique;position-1ou3;A_RECONFIRMER
war-ww2-barbarossa-annee;histoire;1;1942;position-1ou3;A_RECONFIRMER
war-ww2-stalingrad-fin;histoire;1;1944;position-1ou3;A_RECONFIRMER
war-ww2-el-alamein;histoire;3;Benghazi;position-1ou3;A_RECONFIRMER
war-ww2-overlord;histoire;1;Opération Dynamo;position-1ou3;A_RECONFIRMER
war-ww2-dragoon;histoire;3;Opération Torch;position-1ou3;A_RECONFIRMER
war-ww2-potsdam-truman;histoire;1;Woodrow Wilson;position-1ou3;A_RECONFIRMER
war-ww2-8-mai;histoire;3;Le 2 septembre 1945;position-1ou3;A_RECONFIRMER
war-ww2-annee-atomique;histoire;1;1943;position-1ou3;A_RECONFIRMER
war-ww2-2-septembre;histoire;3;Le 6 août 1945;position-1ou3;A_RECONFIRMER
war-ww2-wannsee;histoire;1;La conférence de Munich;position-1ou3;A_RECONFIRMER
war-ww2-dynamo;histoire;3;Opération Seelöwe;position-1ou3;A_RECONFIRMER
war-ww2-torch;histoire;3;1943;position-1ou3;A_RECONFIRMER
war-nap-pie7;histoire;1;Léon XII;position-1ou3;A_RECONFIRMER
war-nap-austerlitz;histoire;3;Wagram;position-1ou3;A_RECONFIRMER
war-nap-tilsit;histoire;1;Le traité de Lunéville;position-1ou3;A_RECONFIRMER
war-nap-russie-1812;histoire;3;1814;position-1ou3;A_RECONFIRMER
war-nap-berezina;histoire;1;Le Danube;position-1ou3;A_RECONFIRMER
war-nap-abdication-1814;histoire;3;1815;position-1ou3;A_RECONFIRMER
war-nap-retour-1815;histoire;1;1813;position-1ou3;A_RECONFIRMER
war-nap-waterloo;histoire;3;Wavre;position-1ou3;A_RECONFIRMER
war-nap-sainte-helene;histoire;1;L'île Maurice;position-1ou3;A_RECONFIRMER
war-croisade-pape;histoire;1;Innocent III;position-1ou3;A_RECONFIRMER
war-croisade-godefroy;histoire;3;Raymond de Saint-Gilles;position-1ou3;A_RECONFIRMER
war-croisade-hattin;histoire;1;Mansourah;position-1ou3;A_RECONFIRMER
war-croisade-richard;histoire;2;Richard Cœur de Lion;reponse-trop-longue;A_RECONFIRMER
war-croisade-acre-1291;histoire;3;1204;position-1ou3;A_RECONFIRMER
war-croisade-molay;histoire;1;Bernard de Clairvaux;position-1ou3;A_RECONFIRMER
war-cent-ans-adversaires;histoire;3;L'Angleterre et l'Écosse;position-1ou3;A_RECONFIRMER
war-cent-ans-plantagenets;histoire;1;Les Stuart;position-1ou3;A_RECONFIRMER
war-cent-ans-poitiers;histoire;3;Azincourt;position-1ou3;A_RECONFIRMER
war-cent-ans-henri5;histoire;1;Richard III;position-1ou3;A_RECONFIRMER
war-cent-ans-orleans;histoire;3;Paris;position-1ou3;A_RECONFIRMER
war-cent-ans-jeanne-mort;histoire;1;1430;position-1ou3;A_RECONFIRMER
war-cent-ans-castillon;histoire;3;Azincourt;position-1ou3;A_RECONFIRMER
war-moyen-age-charlemagne;histoire;1;843;position-1ou3;A_RECONFIRMER
war-moyen-age-peste;histoire;3;La variole;position-1ou3;A_RECONFIRMER
war-moyen-age-serre;histoire;1;Un artisan membre d'une guilde;position-1ou3;A_RECONFIRMER
war-moyen-age-adoubement;histoire;3;Le vasselage;position-1ou3;A_RECONFIRMER
war-ren-berceau;histoire;1;Venise;position-1ou3;A_RECONFIRMER
war-ren-sixtine;histoire;3;Raphaël;position-1ou3;A_RECONFIRMER
war-ren-colomb;histoire;1;1498;position-1ou3;A_RECONFIRMER
war-ren-chambord;histoire;3;Blois;position-1ou3;A_RECONFIRMER
war-ren-imprimerie;histoire;1;La poudre à canon;position-1ou3;A_RECONFIRMER
war-ren-catherine;histoire;3;Marie Stuart;position-1ou3;A_RECONFIRMER
war-rev-bastille;histoire;1;La marche sur Versailles;position-1ou3;A_RECONFIRMER
war-rev-jeu-de-paume;histoire;3;D'abolir immédiatement la monarchie;position-1ou3;A_RECONFIRMER
war-rev-10-aout;histoire;3;La fusillade du Champ-de-Mars;position-1ou3;A_RECONFIRMER
war-rev-louis16;histoire;1;Louis XVIII;position-1ou3;A_RECONFIRMER
war-rev-robespierre;histoire;3;Marat;position-1ou3;A_RECONFIRMER
war-rev-thermidor;histoire;1;1795;position-1ou3;A_RECONFIRMER
war-rev-brumaire;histoire;3;Hoche;position-1ou3;A_RECONFIRMER
war-rev-marseillaise-hymne;histoire;1;La Carmagnole;position-1ou3;A_RECONFIRMER
war-rev-rouget;histoire;2;Rouget de Lisle;reponse-trop-longue;A_RECONFIRMER
war-rev-devise;histoire;3;Travail, Famille, Patrie;position-1ou3;A_RECONFIRMER
war-rev-vendee;histoire;1;L'Alsace;position-1ou3;A_RECONFIRMER
war-rome-fondation-jumeaux;histoire;1;Romulus et Tatius;position-1ou3;A_RECONFIRMER
war-rome-cesar-gaule;histoire;3;Crassus;position-1ou3;A_RECONFIRMER
war-rome-rubicon;histoire;1;44 av. J.-C.;position-1ou3;A_RECONFIRMER
war-rome-veni-vidi;histoire;3;Néron;position-1ou3;A_RECONFIRMER
war-rome-ides-mars;histoire;1;Les nones de mai;position-1ou3;A_RECONFIRMER
war-rome-chute-476;histoire;3;395 apr. J.-C.;position-1ou3;A_RECONFIRMER
war-rome-constantinople;histoire;1;Théodose;position-1ou3;A_RECONFIRMER
war-rome-vesuve;histoire;3;98 apr. J.-C.;position-1ou3;A_RECONFIRMER
war-rome-spartacus;histoire;1;Sertorius;position-1ou3;A_RECONFIRMER
war-rome-incendie-64;histoire;3;68 apr. J.-C.;position-1ou3;A_RECONFIRMER
war-rome-circus;histoire;1;Le Panthéon;position-1ou3;A_RECONFIRMER
odd-koala-fingerprints;insolite;1;Le singe capucin;position-1ou3;A_RECONFIRMER
odd-shark-cartilage;insolite;3;Il est en os creux;position-1ou3;A_RECONFIRMER
odd-goldfish-memory;insolite;1;1 minute;position-1ou3;A_RECONFIRMER
odd-cow-friends;insolite;3;Le canard;position-1ou3;A_RECONFIRMER
odd-eiffel-year;insolite;1;1875;position-1ou3;A_RECONFIRMER
odd-honey;insolite;3;Dix ans;position-1ou3;A_RECONFIRMER
odd-strawberry-seeds;insolite;1;Elles sont toxiques crues;position-1ou3;A_RECONFIRMER
odd-ocean-unexplored;insolite;3;Environ 50 %;position-1ou3;A_RECONFIRMER
odd-astronauts-grow;insolite;0;La colonne vertébrale se détend sans gravité;reponse-trop-longue;A_RECONFIRMER
odd-sneeze-speed;insolite;1;50 km/h;position-1ou3;A_RECONFIRMER
odd-hiccup-record;insolite;3;6 mois;position-1ou3;A_RECONFIRMER
odd-camel-humps;insolite;1;De la nourriture;position-1ou3;A_RECONFIRMER
odd-elephant-trunk;insolite;2;Environ 10 litres;reponse-trop-longue;A_RECONFIRMER
odd-lightning-frequency;insolite;3;1 000 fois;position-1ou3;A_RECONFIRMER
odd-milky-way-light;insolite;1;1 000 ans;position-1ou3;A_RECONFIRMER
odd-google-garage;insolite;1;Dans une cabane;position-1ou3;A_RECONFIRMER
web-twitter-bird;internet;1;Une colombe;position-1ou3;A_RECONFIRMER
web-snapchat-ghost;internet;3;Une flamme;position-1ou3;A_RECONFIRMER
web-linkedin;internet;1;Twitch;position-1ou3;A_RECONFIRMER
web-wikipedia-wales;internet;3;Tim Berners-Lee;position-1ou3;A_RECONFIRMER
web-first-email;internet;1;Steve Jobs;position-1ou3;A_RECONFIRMER
web-grumpy-cat;internet;1;Keyboard Cat;position-1ou3;A_RECONFIRMER
web-rick-astley;internet;3;Ricky Martin;position-1ou3;A_RECONFIRMER
web-emoji-japan;internet;1;La Corée du Sud;position-1ou3;A_RECONFIRMER
web-404;internet;3;Accès refusé;position-1ou3;A_RECONFIRMER
web-doodles;internet;1;Les Skins;position-1ou3;A_RECONFIRMER
web-first-youtube-video;internet;3;First video;position-1ou3;A_RECONFIRMER
web-deep-web;internet;3;Le tout premier Internet;position-1ou3;A_RECONFIRMER
web-spam-hormel;internet;0;De jambon en boîte;reponse-trop-longue;A_RECONFIRMER
web-chrome;internet;1;Firefox;position-1ou3;A_RECONFIRMER
book-hugo-miserables;litterature;1;Quatrevingt-treize;position-1ou3;A_RECONFIRMER
book-dumas-musketeers;litterature;3;Victor Hugo;position-1ou3;A_RECONFIRMER
book-dartagnan;litterature;1;Athos;position-1ou3;A_RECONFIRMER
book-verne-nautilus;litterature;3;Le Beagle;position-1ou3;A_RECONFIRMER
book-verne-nemo;litterature;1;Robur le conquérant;position-1ou3;A_RECONFIRMER
book-flaubert;litterature;3;Stendhal;position-1ou3;A_RECONFIRMER
book-zola-germinal;litterature;1;L'Assommoir;position-1ou3;A_RECONFIRMER
book-proust;litterature;3;Le Grand Meaulnes;position-1ou3;A_RECONFIRMER
book-camus-nobel;litterature;1;André Gide;position-1ou3;A_RECONFIRMER
book-saint-exupery;litterature;3;Jean Giono;position-1ou3;A_RECONFIRMER
book-petit-prince-record;litterature;0;C'est le livre français le plus traduit au monde;reponse-trop-longue;A_RECONFIRMER
book-pagnol;litterature;1;Alphonse Daudet;position-1ou3;A_RECONFIRMER
book-rimbaud-age;litterature;3;20 ans;position-1ou3;A_RECONFIRMER
book-moliere-avare;litterature;1;Tartuffe;position-1ou3;A_RECONFIRMER
book-la-fontaine;litterature;3;Jean Racine;position-1ou3;A_RECONFIRMER
book-goethe-werther;litterature;0;Johann Wolfgang von Goethe;reponse-trop-longue;A_RECONFIRMER
book-tolstoi;litterature;1;Anton Tchekhov;position-1ou3;A_RECONFIRMER
book-orwell-1984;litterature;1;Ray Bradbury;position-1ou3;A_RECONFIRMER
book-ministry-of-love;litterature;3;Le ministère de la Paix;position-1ou3;A_RECONFIRMER
book-tolkien;litterature;1;Terry Pratchett;position-1ou3;A_RECONFIRMER
book-rowling;litterature;3;Stephenie Meyer;position-1ou3;A_RECONFIRMER
book-christie-66;litterature;1;100;position-1ou3;A_RECONFIRMER
book-miss-marple;litterature;3;Miss Silver;position-1ou3;A_RECONFIRMER
book-goncourt;litterature;1;Le prix Pulitzer;position-1ou3;A_RECONFIRMER
book-le-clezio;litterature;3;Patrick Modiano;position-1ou3;A_RECONFIRMER
book-ernaux;litterature;1;Marguerite Duras;position-1ou3;A_RECONFIRMER
book-apollinaire;litterature;3;André Breton;position-1ou3;A_RECONFIRMER
book-grimm;litterature;1;Le Danemark;position-1ou3;A_RECONFIRMER
book-hemingway;litterature;3;F. Scott Fitzgerald;position-1ou3;A_RECONFIRMER
book-shakespeare-37;litterature;1;50;position-1ou3;A_RECONFIRMER
anime-dbz-kamehameha;manga-anime;1;Le Getsuga Tensho;position-1ou3;A_RECONFIRMER
anime-dbz-author;manga-anime;3;Masashi Kishimoto;position-1ou3;A_RECONFIRMER
anime-one-piece-fruit;manga-anime;1;Le fruit Yami-Yami;position-1ou3;A_RECONFIRMER
anime-one-piece-record;manga-anime;3;Dragon Ball;position-1ou3;A_RECONFIRMER
anime-naruto-kyubi;manga-anime;1;Ichibi;position-1ou3;A_RECONFIRMER
anime-naruto-author;manga-anime;3;Akira Toriyama;position-1ou3;A_RECONFIRMER
anime-akira-kaneda;manga-anime;1;Kei;position-1ou3;A_RECONFIRMER
anime-totoro;manga-anime;3;Kirby;position-1ou3;A_RECONFIRMER
anime-porco-rosso;manga-anime;1;Nausicaä;position-1ou3;A_RECONFIRMER
anime-attack-on-titan-eren;manga-anime;3;Armin Arlert;position-1ou3;A_RECONFIRMER
anime-sailor-moon-usagi;manga-anime;1;Rei;position-1ou3;A_RECONFIRMER
anime-death-note-ryuk;manga-anime;3;Sidoh;position-1ou3;A_RECONFIRMER
anime-fullmetal-brothers;manga-anime;1;Alex et Olivier;position-1ou3;A_RECONFIRMER
anime-one-punch-saitama;manga-anime;3;Garou;position-1ou3;A_RECONFIRMER
anime-jjk-sukuna;manga-anime;0;Ryomen Sukuna;reponse-trop-longue;A_RECONFIRMER
anime-demon-slayer-nezuko;manga-anime;1;Elle est immortelle;position-1ou3;A_RECONFIRMER
anime-kiki-job;manga-anime;1;Bibliothécaire;position-1ou3;A_RECONFIRMER
anime-howls-magic;manga-anime;3;Turnip Head;position-1ou3;A_RECONFIRMER
anime-mha-one-for-all;manga-anime;1;Explosion;position-1ou3;A_RECONFIRMER
anime-hxh-exam;manga-anime;3;Le tournoi du Cell Games;position-1ou3;A_RECONFIRMER
anime-chihiro-bathhouse;manga-anime;1;Dans un théâtre;position-1ou3;A_RECONFIRMER
anime-vegeta-prince;manga-anime;3;Dieu de la destruction;position-1ou3;A_RECONFIRMER
anime-slam-dunk;manga-anime;1;Le volley-ball;position-1ou3;A_RECONFIRMER
anime-wind-rises;manga-anime;3;Kiki la petite sorcière;position-1ou3;A_RECONFIRMER
anime-op-zoro-enma-blade;manga-anime;0;Enma;reponse-trop-courte;A_RECONFIRMER
anime-naruto-pain-real-leader;manga-anime;0;Nagato Uzumaki;reponse-trop-longue;A_RECONFIRMER
anime-naruto-minato-technique-hiraishin;manga-anime;0;Le Vol du Dieu de la Foudre (Hiraishin no Jutsu);reponse-trop-longue;A_RECONFIRMER
anime-snk-rumbling-eren;manga-anime;0;Le Grand Terrassement (The Rumbling);reponse-trop-longue;A_RECONFIRMER
anime-solo-leveling-arise-phrase;manga-anime;0;Debout ! (Arise / Il-eonala);reponse-trop-longue;A_RECONFIRMER
anime-berserk-guts-dragonslayer;manga-anime;0;La Dragon Slayer (Pourfendeuse de Dragons);reponse-trop-longue;A_RECONFIRMER
music-queen-bohemian;musique;0;Queen;reponse-trop-courte;A_RECONFIRMER
music-freddie-mercury;musique;1;Elton John;position-1ou3;A_RECONFIRMER
music-beatles-members;musique;3;Paul McCartney;position-1ou3;A_RECONFIRMER
music-thriller-album;musique;1;Dangerous;position-1ou3;A_RECONFIRMER
music-madonna-title;musique;3;La Princesse de la soul;position-1ou3;A_RECONFIRMER
music-elvis-graceland;musique;1;Sunset Ranch;position-1ou3;A_RECONFIRMER
music-daft-punk-members;musique;3;Pierre et Jacques;position-1ou3;A_RECONFIRMER
music-angele-country;musique;1;Le Canada;position-1ou3;A_RECONFIRMER
music-comme-dhabitude;musique;3;Le téléphone pleure;position-1ou3;A_RECONFIRMER
music-piaf-regrets;musique;1;Mon légionnaire;position-1ou3;A_RECONFIRMER
music-aznavour-boheme;musique;3;Serge Gainsbourg;position-1ou3;A_RECONFIRMER
music-gainsbourg-jane;musique;1;Françoise;position-1ou3;A_RECONFIRMER
music-kurt-cobain;musique;3;Chris Cornell;position-1ou3;A_RECONFIRMER
music-oasis-wonderwall;musique;1;The Verve;position-1ou3;A_RECONFIRMER
music-stones-satisfaction;musique;2;The Rolling Stones;reponse-trop-longue;A_RECONFIRMER
music-stones-paint-it;musique;3;Start Me Up;position-1ou3;A_RECONFIRMER
music-floyd-dark-side;musique;1;Wish You Were Here;position-1ou3;A_RECONFIRMER
music-floyd-another-brick;musique;2;Another Brick in the Wall;reponse-trop-longue;A_RECONFIRMER
music-bowie-ziggy;musique;3;Aladdin Sane;position-1ou3;A_RECONFIRMER
music-prince-purple-rain;musique;1;Stevie Wonder;position-1ou3;A_RECONFIRMER
music-beyonce-destinys;musique;1;En Vogue;position-1ou3;A_RECONFIRMER
music-abba-waterloo;musique;3;Ace of Base;position-1ou3;A_RECONFIRMER
music-mozart-city;musique;1;Innsbruck;position-1ou3;A_RECONFIRMER
music-ode-to-joy;musique;3;La Marche turque;position-1ou3;A_RECONFIRMER
music-saxophone-inventor;musique;3;Théobald Boehm;position-1ou3;A_RECONFIRMER
music-rap-bronx;musique;1;Brooklyn;position-1ou3;A_RECONFIRMER
music-jazz-origin;musique;2;La Nouvelle-Orléans;reponse-trop-longue;A_RECONFIRMER
music-reggae-origin;musique;3;Le Brésil;position-1ou3;A_RECONFIRMER
music-fado-country;musique;1;L'Italie;position-1ou3;A_RECONFIRMER
music-tango-country;musique;3;Le Pérou;position-1ou3;A_RECONFIRMER
music-pavarotti-nessun;musique;1;José Carreras;position-1ou3;A_RECONFIRMER
music-iam-marseille;musique;3;Lyon;position-1ou3;A_RECONFIRMER
music-ntm-origin;musique;0;De Seine-Saint-Denis;reponse-trop-longue;A_RECONFIRMER
music-mc-solaar;musique;1;Doc Gynéco;position-1ou3;A_RECONFIRMER
music-indila-derniere;musique;3;Shy'm;position-1ou3;A_RECONFIRMER
music-gims-sap;musique;1;La Fouine;position-1ou3;A_RECONFIRMER
music-vianney-beau-papa;musique;3;Louane;position-1ou3;A_RECONFIRMER
music-kendji-the-voice;musique;1;Louane;position-1ou3;A_RECONFIRMER
music-mika-grace-kelly;musique;2;Mika;reponse-trop-courte;A_RECONFIRMER
music-adele-rolling;musique;3;Duffy;position-1ou3;A_RECONFIRMER
music-bts-country;musique;1;La Chine;position-1ou3;A_RECONFIRMER
music-eurovision-record;musique;3;La Suède;position-1ou3;A_RECONFIRMER
music-aretha-soul;musique;3;Diana Ross;position-1ou3;A_RECONFIRMER
music-johnny-cash-ring;musique;1;Dolly Parton;position-1ou3;A_RECONFIRMER
music-bob-dylan-nobel;musique;3;Bruce Springsteen;position-1ou3;A_RECONFIRMER
music-u2-bono;musique;1;Bryan Ferry;position-1ou3;A_RECONFIRMER
music-green-day;musique;3;Blink-182;position-1ou3;A_RECONFIRMER
egyptian-primeval-mound;mythologie-egyptienne;3;La butte primordiale;position-1ou3;A_RECONFIRMER
egyptian-ennead-nine-gods;mythologie-egyptienne;1;Neuf;position-1ou3;A_RECONFIRMER
egyptian-ogdoad-eight-deities;mythologie-egyptienne;3;Huit;position-1ou3;A_RECONFIRMER
egyptian-cosmic-egg-of-hermopolis;mythologie-egyptienne;1;L'œuf d'où naît le soleil;position-1ou3;A_RECONFIRMER
egyptian-ra-sun-god;mythologie-egyptienne;2;Râ;reponse-trop-courte;A_RECONFIRMER
egyptian-ra-travels-in-solar-barge;mythologie-egyptienne;3;Dans une barque solaire;position-1ou3;A_RECONFIRMER
egyptian-ra-crosses-the-duat-at-night;mythologie-egyptienne;0;La Douat, le monde souterrain;reponse-trop-longue;A_RECONFIRMER
egyptian-khepri-scarab-morning-form;mythologie-egyptienne;1;Khépri, le scarabée;position-1ou3;A_RECONFIRMER
egyptian-atum-self-created-creator;mythologie-egyptienne;3;Atoum;position-1ou3;A_RECONFIRMER
egyptian-seth-kills-osiris;mythologie-egyptienne;1;Seth;position-1ou3;A_RECONFIRMER
egyptian-isis-revives-osiris;mythologie-egyptienne;3;Isis;position-1ou3;A_RECONFIRMER
egyptian-osiris-judge-of-the-dead;mythologie-egyptienne;0;Il préside le jugement de l'âme;reponse-trop-longue;A_RECONFIRMER
egyptian-isis-sister-wife-of-osiris;mythologie-egyptienne;3;Ils sont frère et sœur et époux;position-1ou3;A_RECONFIRMER
egyptian-isis-protective-mother-goddess;mythologie-egyptienne;1;Isis;position-1ou3;A_RECONFIRMER
egyptian-isis-hieroglyph-throne;mythologie-egyptienne;3;Un trône;position-1ou3;A_RECONFIRMER
egyptian-horus-falcon-god;mythologie-egyptienne;1;Le faucon;position-1ou3;A_RECONFIRMER
egyptian-eye-of-horus-oudjat;mythologie-egyptienne;3;Il est arraché puis restauré;position-1ou3;A_RECONFIRMER
egyptian-pharaoh-horus-the-living;mythologie-egyptienne;1;Horus vivant;position-1ou3;A_RECONFIRMER
egyptian-seth-wife-nephthys;mythologie-egyptienne;1;Nephtys;position-1ou3;A_RECONFIRMER
egyptian-anubis-god-of-mummification;mythologie-egyptienne;3;Anubis;position-1ou3;A_RECONFIRMER
egyptian-anubis-father-osiris;mythologie-egyptienne;1;Osiris;position-1ou3;A_RECONFIRMER
egyptian-osiris-green-skin;mythologie-egyptienne;3;Verte;position-1ou3;A_RECONFIRMER
egyptian-osiris-mummiform-representation;mythologie-egyptienne;1;Osiris;position-1ou3;A_RECONFIRMER
egyptian-thoth-ibis-headed;mythologie-egyptienne;3;L'ibis;position-1ou3;A_RECONFIRMER
egyptian-thot-moon-god;mythologie-egyptienne;1;À la Lune;position-1ou3;A_RECONFIRMER
egyptian-hathor-celestial-cow;mythologie-egyptienne;3;Une vache;position-1ou3;A_RECONFIRMER
egyptian-hathor-protector-of-women;mythologie-egyptienne;0;Les femmes et les nouveau-nés;reponse-trop-longue;A_RECONFIRMER
egyptian-hathor-sistrum-instrument;mythologie-egyptienne;1;Le sistre;position-1ou3;A_RECONFIRMER
egyptian-maat-ostrich-feather;mythologie-egyptienne;3;La plume d'autruche;position-1ou3;A_RECONFIRMER
egyptian-sekhmet-lioness-goddess;mythologie-egyptienne;1;Sekhmet;position-1ou3;A_RECONFIRMER
egyptian-sekhmet-eye-of-ra;mythologie-egyptienne;3;L'Œil de Râ;position-1ou3;A_RECONFIRMER
egyptian-bastet-protector-of-the-home;mythologie-egyptienne;1;Bastet;position-1ou3;A_RECONFIRMER
egyptian-amun-god-of-thebes;mythologie-egyptienne;3;Amon;position-1ou3;A_RECONFIRMER
